a,xx,user_uuid,t,journey_name,event_name,event_type,session_uuid,numactions,numjourneys,numrooms,numfeed,numsupport,numsuccess
679885,02e74f10e0327ad868d138f2b4fdd6f0,08b41ec0a7a71415ee6b932e222d8af3,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f008b41ec0a7a71415ee6b932e222d8af3,4,2,,2,,
679886,02e74f10e0327ad868d138f2b4fdd6f0,08b41ec0a7a71415ee6b932e222d8af3,1,feed,feed_home,transition,02e74f10e0327ad868d138f2b4fdd6f008b41ec0a7a71415ee6b932e222d8af3,4,2,,2,,
679887,02e74f10e0327ad868d138f2b4fdd6f0,08b41ec0a7a71415ee6b932e222d8af3,2,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f008b41ec0a7a71415ee6b932e222d8af3,4,2,,2,,
679888,02e74f10e0327ad868d138f2b4fdd6f0,08b41ec0a7a71415ee6b932e222d8af3,3,feed,feed_home,transition,02e74f10e0327ad868d138f2b4fdd6f008b41ec0a7a71415ee6b932e222d8af3,4,2,,2,,
2454878,02e74f10e0327ad868d138f2b4fdd6f0,08c09c7ca7c3e7097657998816a408db,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f008c09c7ca7c3e7097657998816a408db,4,2,1,1,,
2454879,02e74f10e0327ad868d138f2b4fdd6f0,08c09c7ca7c3e7097657998816a408db,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f008c09c7ca7c3e7097657998816a408db,4,2,1,1,,
2454880,02e74f10e0327ad868d138f2b4fdd6f0,08c09c7ca7c3e7097657998816a408db,2,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f008c09c7ca7c3e7097657998816a408db,4,2,1,1,,
2454881,02e74f10e0327ad868d138f2b4fdd6f0,08c09c7ca7c3e7097657998816a408db,3,feed,feed_home,transition,02e74f10e0327ad868d138f2b4fdd6f008c09c7ca7c3e7097657998816a408db,4,2,1,1,,
2114735,02e74f10e0327ad868d138f2b4fdd6f0,0a9bcf3af16ed809970585261901d883,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f00a9bcf3af16ed809970585261901d883,4,2,1,1,,
2114736,02e74f10e0327ad868d138f2b4fdd6f0,0a9bcf3af16ed809970585261901d883,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f00a9bcf3af16ed809970585261901d883,4,2,1,1,,
2114737,02e74f10e0327ad868d138f2b4fdd6f0,0a9bcf3af16ed809970585261901d883,2,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f00a9bcf3af16ed809970585261901d883,4,2,1,1,,
2114738,02e74f10e0327ad868d138f2b4fdd6f0,0a9bcf3af16ed809970585261901d883,3,feed,feed_home,transition,02e74f10e0327ad868d138f2b4fdd6f00a9bcf3af16ed809970585261901d883,4,2,1,1,,
947081,02e74f10e0327ad868d138f2b4fdd6f0,0c314b1bbb0e9354a72753a479e196e3,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f00c314b1bbb0e9354a72753a479e196e3,4,1,3,,,
947082,02e74f10e0327ad868d138f2b4fdd6f0,0c314b1bbb0e9354a72753a479e196e3,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f00c314b1bbb0e9354a72753a479e196e3,4,1,3,,,
947083,02e74f10e0327ad868d138f2b4fdd6f0,0c314b1bbb0e9354a72753a479e196e3,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f00c314b1bbb0e9354a72753a479e196e3,4,1,3,,,
947084,02e74f10e0327ad868d138f2b4fdd6f0,0c314b1bbb0e9354a72753a479e196e3,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f00c314b1bbb0e9354a72753a479e196e3,4,1,3,,,
824249,02e74f10e0327ad868d138f2b4fdd6f0,0cab39e4b20b8d4e0f9a5660203d6ffb,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f00cab39e4b20b8d4e0f9a5660203d6ffb,4,1,3,,,1
824250,02e74f10e0327ad868d138f2b4fdd6f0,0cab39e4b20b8d4e0f9a5660203d6ffb,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f00cab39e4b20b8d4e0f9a5660203d6ffb,4,1,3,,,1
824251,02e74f10e0327ad868d138f2b4fdd6f0,0cab39e4b20b8d4e0f9a5660203d6ffb,2,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f00cab39e4b20b8d4e0f9a5660203d6ffb,4,1,3,,,1
824252,02e74f10e0327ad868d138f2b4fdd6f0,0cab39e4b20b8d4e0f9a5660203d6ffb,3,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f00cab39e4b20b8d4e0f9a5660203d6ffb,4,1,3,,,1
292612,02e74f10e0327ad868d138f2b4fdd6f0,13d8532225dea4fca8e0ebdfb27b83e4,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f013d8532225dea4fca8e0ebdfb27b83e4,4,1,,3,,
292613,02e74f10e0327ad868d138f2b4fdd6f0,13d8532225dea4fca8e0ebdfb27b83e4,1,feed,feed_home,transition,02e74f10e0327ad868d138f2b4fdd6f013d8532225dea4fca8e0ebdfb27b83e4,4,1,,3,,
292614,02e74f10e0327ad868d138f2b4fdd6f0,13d8532225dea4fca8e0ebdfb27b83e4,2,feed,feed_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f013d8532225dea4fca8e0ebdfb27b83e4,4,1,,3,,
292615,02e74f10e0327ad868d138f2b4fdd6f0,13d8532225dea4fca8e0ebdfb27b83e4,3,feed,feed_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f013d8532225dea4fca8e0ebdfb27b83e4,4,1,,3,,
1932899,02e74f10e0327ad868d138f2b4fdd6f0,146a4e4c9fd285ce7a41719745ed7ff6,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f0146a4e4c9fd285ce7a41719745ed7ff6,4,1,3,,,1
1932900,02e74f10e0327ad868d138f2b4fdd6f0,146a4e4c9fd285ce7a41719745ed7ff6,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f0146a4e4c9fd285ce7a41719745ed7ff6,4,1,3,,,1
1932901,02e74f10e0327ad868d138f2b4fdd6f0,146a4e4c9fd285ce7a41719745ed7ff6,2,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f0146a4e4c9fd285ce7a41719745ed7ff6,4,1,3,,,1
1932902,02e74f10e0327ad868d138f2b4fdd6f0,146a4e4c9fd285ce7a41719745ed7ff6,3,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f0146a4e4c9fd285ce7a41719745ed7ff6,4,1,3,,,1
1656939,02e74f10e0327ad868d138f2b4fdd6f0,18edf273f630398114d983ed4e4f4fde,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f018edf273f630398114d983ed4e4f4fde,4,2,1,1,,
1656940,02e74f10e0327ad868d138f2b4fdd6f0,18edf273f630398114d983ed4e4f4fde,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f018edf273f630398114d983ed4e4f4fde,4,2,1,1,,
1656941,02e74f10e0327ad868d138f2b4fdd6f0,18edf273f630398114d983ed4e4f4fde,2,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f018edf273f630398114d983ed4e4f4fde,4,2,1,1,,
1656942,02e74f10e0327ad868d138f2b4fdd6f0,18edf273f630398114d983ed4e4f4fde,3,feed,feed_home,transition,02e74f10e0327ad868d138f2b4fdd6f018edf273f630398114d983ed4e4f4fde,4,2,1,1,,
1053233,02e74f10e0327ad868d138f2b4fdd6f0,1c83e61d344700d36ad0564af509728b,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f01c83e61d344700d36ad0564af509728b,4,1,,3,,
1053234,02e74f10e0327ad868d138f2b4fdd6f0,1c83e61d344700d36ad0564af509728b,1,feed,feed_home,transition,02e74f10e0327ad868d138f2b4fdd6f01c83e61d344700d36ad0564af509728b,4,1,,3,,
1053235,02e74f10e0327ad868d138f2b4fdd6f0,1c83e61d344700d36ad0564af509728b,2,feed,feed_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f01c83e61d344700d36ad0564af509728b,4,1,,3,,
1053236,02e74f10e0327ad868d138f2b4fdd6f0,1c83e61d344700d36ad0564af509728b,3,feed,feed_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f01c83e61d344700d36ad0564af509728b,4,1,,3,,
1327105,02e74f10e0327ad868d138f2b4fdd6f0,1d9d4cc0b81e1d72fcc5e2650204e288,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f01d9d4cc0b81e1d72fcc5e2650204e288,4,1,3,,,1
1327106,02e74f10e0327ad868d138f2b4fdd6f0,1d9d4cc0b81e1d72fcc5e2650204e288,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f01d9d4cc0b81e1d72fcc5e2650204e288,4,1,3,,,1
1327107,02e74f10e0327ad868d138f2b4fdd6f0,1d9d4cc0b81e1d72fcc5e2650204e288,2,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f01d9d4cc0b81e1d72fcc5e2650204e288,4,1,3,,,1
1327108,02e74f10e0327ad868d138f2b4fdd6f0,1d9d4cc0b81e1d72fcc5e2650204e288,3,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f01d9d4cc0b81e1d72fcc5e2650204e288,4,1,3,,,1
1570411,02e74f10e0327ad868d138f2b4fdd6f0,1defbd6ab8a22fd7cc05b6e49d4a7ffb,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f01defbd6ab8a22fd7cc05b6e49d4a7ffb,4,1,3,,,1
1570412,02e74f10e0327ad868d138f2b4fdd6f0,1defbd6ab8a22fd7cc05b6e49d4a7ffb,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f01defbd6ab8a22fd7cc05b6e49d4a7ffb,4,1,3,,,1
1570413,02e74f10e0327ad868d138f2b4fdd6f0,1defbd6ab8a22fd7cc05b6e49d4a7ffb,2,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f01defbd6ab8a22fd7cc05b6e49d4a7ffb,4,1,3,,,1
1570414,02e74f10e0327ad868d138f2b4fdd6f0,1defbd6ab8a22fd7cc05b6e49d4a7ffb,3,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f01defbd6ab8a22fd7cc05b6e49d4a7ffb,4,1,3,,,1
604280,02e74f10e0327ad868d138f2b4fdd6f0,1fbee9dc43156d20a7646ff826a8a219,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f01fbee9dc43156d20a7646ff826a8a219,4,1,3,,,1
604281,02e74f10e0327ad868d138f2b4fdd6f0,1fbee9dc43156d20a7646ff826a8a219,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f01fbee9dc43156d20a7646ff826a8a219,4,1,3,,,1
604282,02e74f10e0327ad868d138f2b4fdd6f0,1fbee9dc43156d20a7646ff826a8a219,2,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f01fbee9dc43156d20a7646ff826a8a219,4,1,3,,,1
604283,02e74f10e0327ad868d138f2b4fdd6f0,1fbee9dc43156d20a7646ff826a8a219,3,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f01fbee9dc43156d20a7646ff826a8a219,4,1,3,,,1
1473705,006f52e9102a8d3be2fe5614f42ba989,74398c40d0828895d4176c751a8d2c45,0,None,app_home,transition,006f52e9102a8d3be2fe5614f42ba98974398c40d0828895d4176c751a8d2c45,5,1,4,,,1
1473706,006f52e9102a8d3be2fe5614f42ba989,74398c40d0828895d4176c751a8d2c45,1,rooms,rooms_home,transition,006f52e9102a8d3be2fe5614f42ba98974398c40d0828895d4176c751a8d2c45,5,1,4,,,1
1473707,006f52e9102a8d3be2fe5614f42ba989,74398c40d0828895d4176c751a8d2c45,2,rooms,rooms_scroll,transition,006f52e9102a8d3be2fe5614f42ba98974398c40d0828895d4176c751a8d2c45,5,1,4,,,1
1473708,006f52e9102a8d3be2fe5614f42ba989,74398c40d0828895d4176c751a8d2c45,3,rooms,rooms_detail,transition,006f52e9102a8d3be2fe5614f42ba98974398c40d0828895d4176c751a8d2c45,5,1,4,,,1
1473709,006f52e9102a8d3be2fe5614f42ba989,74398c40d0828895d4176c751a8d2c45,4,rooms,rooms_reservation,success,006f52e9102a8d3be2fe5614f42ba98974398c40d0828895d4176c751a8d2c45,5,1,4,,,1
1073819,006f52e9102a8d3be2fe5614f42ba989,bebad77afe8321e2509511b561fb8c33,0,None,app_home,transition,006f52e9102a8d3be2fe5614f42ba989bebad77afe8321e2509511b561fb8c33,5,1,4,,,1
1073820,006f52e9102a8d3be2fe5614f42ba989,bebad77afe8321e2509511b561fb8c33,1,rooms,rooms_home,transition,006f52e9102a8d3be2fe5614f42ba989bebad77afe8321e2509511b561fb8c33,5,1,4,,,1
1073821,006f52e9102a8d3be2fe5614f42ba989,bebad77afe8321e2509511b561fb8c33,2,rooms,rooms_scroll,transition,006f52e9102a8d3be2fe5614f42ba989bebad77afe8321e2509511b561fb8c33,5,1,4,,,1
1073822,006f52e9102a8d3be2fe5614f42ba989,bebad77afe8321e2509511b561fb8c33,3,rooms,rooms_detail,transition,006f52e9102a8d3be2fe5614f42ba989bebad77afe8321e2509511b561fb8c33,5,1,4,,,1
1073823,006f52e9102a8d3be2fe5614f42ba989,bebad77afe8321e2509511b561fb8c33,4,rooms,rooms_reservation,success,006f52e9102a8d3be2fe5614f42ba989bebad77afe8321e2509511b561fb8c33,5,1,4,,,1
2105565,013d407166ec4fa56eb1e1f8cbe183b9,8e7c6dc5b087d0c73c70053ce085a152,0,None,app_home,transition,013d407166ec4fa56eb1e1f8cbe183b98e7c6dc5b087d0c73c70053ce085a152,5,1,4,,,1
2105566,013d407166ec4fa56eb1e1f8cbe183b9,8e7c6dc5b087d0c73c70053ce085a152,1,rooms,rooms_home,transition,013d407166ec4fa56eb1e1f8cbe183b98e7c6dc5b087d0c73c70053ce085a152,5,1,4,,,1
2105567,013d407166ec4fa56eb1e1f8cbe183b9,8e7c6dc5b087d0c73c70053ce085a152,2,rooms,rooms_scroll,transition,013d407166ec4fa56eb1e1f8cbe183b98e7c6dc5b087d0c73c70053ce085a152,5,1,4,,,1
2105568,013d407166ec4fa56eb1e1f8cbe183b9,8e7c6dc5b087d0c73c70053ce085a152,3,rooms,rooms_detail,transition,013d407166ec4fa56eb1e1f8cbe183b98e7c6dc5b087d0c73c70053ce085a152,5,1,4,,,1
2105569,013d407166ec4fa56eb1e1f8cbe183b9,8e7c6dc5b087d0c73c70053ce085a152,4,rooms,rooms_reservation,success,013d407166ec4fa56eb1e1f8cbe183b98e7c6dc5b087d0c73c70053ce085a152,5,1,4,,,1
2332739,013d407166ec4fa56eb1e1f8cbe183b9,c10dd32be9aca68bcd3b9f3986589b42,0,None,app_home,transition,013d407166ec4fa56eb1e1f8cbe183b9c10dd32be9aca68bcd3b9f3986589b42,5,1,4,,,1
2332740,013d407166ec4fa56eb1e1f8cbe183b9,c10dd32be9aca68bcd3b9f3986589b42,1,rooms,rooms_home,transition,013d407166ec4fa56eb1e1f8cbe183b9c10dd32be9aca68bcd3b9f3986589b42,5,1,4,,,1
2332741,013d407166ec4fa56eb1e1f8cbe183b9,c10dd32be9aca68bcd3b9f3986589b42,2,rooms,rooms_scroll,transition,013d407166ec4fa56eb1e1f8cbe183b9c10dd32be9aca68bcd3b9f3986589b42,5,1,4,,,1
2332742,013d407166ec4fa56eb1e1f8cbe183b9,c10dd32be9aca68bcd3b9f3986589b42,3,rooms,rooms_detail,transition,013d407166ec4fa56eb1e1f8cbe183b9c10dd32be9aca68bcd3b9f3986589b42,5,1,4,,,1
2332743,013d407166ec4fa56eb1e1f8cbe183b9,c10dd32be9aca68bcd3b9f3986589b42,4,rooms,rooms_reservation,success,013d407166ec4fa56eb1e1f8cbe183b9c10dd32be9aca68bcd3b9f3986589b42,5,1,4,,,1
926198,02e74f10e0327ad868d138f2b4fdd6f0,014e4cc0f935b06c12c94cbaeabbaae0,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f0014e4cc0f935b06c12c94cbaeabbaae0,5,1,4,,,1
926199,02e74f10e0327ad868d138f2b4fdd6f0,014e4cc0f935b06c12c94cbaeabbaae0,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f0014e4cc0f935b06c12c94cbaeabbaae0,5,1,4,,,1
926200,02e74f10e0327ad868d138f2b4fdd6f0,014e4cc0f935b06c12c94cbaeabbaae0,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f0014e4cc0f935b06c12c94cbaeabbaae0,5,1,4,,,1
926201,02e74f10e0327ad868d138f2b4fdd6f0,014e4cc0f935b06c12c94cbaeabbaae0,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f0014e4cc0f935b06c12c94cbaeabbaae0,5,1,4,,,1
926202,02e74f10e0327ad868d138f2b4fdd6f0,014e4cc0f935b06c12c94cbaeabbaae0,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f0014e4cc0f935b06c12c94cbaeabbaae0,5,1,4,,,1
934554,02e74f10e0327ad868d138f2b4fdd6f0,03795f5a6244fde28a1abfafed2c1075,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f003795f5a6244fde28a1abfafed2c1075,5,1,4,,,1
934555,02e74f10e0327ad868d138f2b4fdd6f0,03795f5a6244fde28a1abfafed2c1075,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f003795f5a6244fde28a1abfafed2c1075,5,1,4,,,1
934556,02e74f10e0327ad868d138f2b4fdd6f0,03795f5a6244fde28a1abfafed2c1075,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f003795f5a6244fde28a1abfafed2c1075,5,1,4,,,1
934557,02e74f10e0327ad868d138f2b4fdd6f0,03795f5a6244fde28a1abfafed2c1075,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f003795f5a6244fde28a1abfafed2c1075,5,1,4,,,1
934558,02e74f10e0327ad868d138f2b4fdd6f0,03795f5a6244fde28a1abfafed2c1075,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f003795f5a6244fde28a1abfafed2c1075,5,1,4,,,1
8421,02e74f10e0327ad868d138f2b4fdd6f0,05049e90fa4f5039a8cadc6acbb4b2cc,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f005049e90fa4f5039a8cadc6acbb4b2cc,5,1,4,,,1
8422,02e74f10e0327ad868d138f2b4fdd6f0,05049e90fa4f5039a8cadc6acbb4b2cc,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f005049e90fa4f5039a8cadc6acbb4b2cc,5,1,4,,,1
8423,02e74f10e0327ad868d138f2b4fdd6f0,05049e90fa4f5039a8cadc6acbb4b2cc,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f005049e90fa4f5039a8cadc6acbb4b2cc,5,1,4,,,1
8424,02e74f10e0327ad868d138f2b4fdd6f0,05049e90fa4f5039a8cadc6acbb4b2cc,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f005049e90fa4f5039a8cadc6acbb4b2cc,5,1,4,,,1
8425,02e74f10e0327ad868d138f2b4fdd6f0,05049e90fa4f5039a8cadc6acbb4b2cc,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f005049e90fa4f5039a8cadc6acbb4b2cc,5,1,4,,,1
321076,02e74f10e0327ad868d138f2b4fdd6f0,052a1a3c0142ad636571f88ea2506eac,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f0052a1a3c0142ad636571f88ea2506eac,5,1,4,,,1
321077,02e74f10e0327ad868d138f2b4fdd6f0,052a1a3c0142ad636571f88ea2506eac,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f0052a1a3c0142ad636571f88ea2506eac,5,1,4,,,1
321078,02e74f10e0327ad868d138f2b4fdd6f0,052a1a3c0142ad636571f88ea2506eac,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f0052a1a3c0142ad636571f88ea2506eac,5,1,4,,,1
321079,02e74f10e0327ad868d138f2b4fdd6f0,052a1a3c0142ad636571f88ea2506eac,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f0052a1a3c0142ad636571f88ea2506eac,5,1,4,,,1
321080,02e74f10e0327ad868d138f2b4fdd6f0,052a1a3c0142ad636571f88ea2506eac,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f0052a1a3c0142ad636571f88ea2506eac,5,1,4,,,1
2450344,02e74f10e0327ad868d138f2b4fdd6f0,056034ae9f3487c7e16e4939a5381228,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f0056034ae9f3487c7e16e4939a5381228,5,1,4,,,1
2450345,02e74f10e0327ad868d138f2b4fdd6f0,056034ae9f3487c7e16e4939a5381228,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f0056034ae9f3487c7e16e4939a5381228,5,1,4,,,1
2450346,02e74f10e0327ad868d138f2b4fdd6f0,056034ae9f3487c7e16e4939a5381228,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f0056034ae9f3487c7e16e4939a5381228,5,1,4,,,1
2450347,02e74f10e0327ad868d138f2b4fdd6f0,056034ae9f3487c7e16e4939a5381228,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f0056034ae9f3487c7e16e4939a5381228,5,1,4,,,1
2450348,02e74f10e0327ad868d138f2b4fdd6f0,056034ae9f3487c7e16e4939a5381228,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f0056034ae9f3487c7e16e4939a5381228,5,1,4,,,1
2090966,02e74f10e0327ad868d138f2b4fdd6f0,06353434cca5c19340e6a1c80b76225f,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f006353434cca5c19340e6a1c80b76225f,5,1,4,,,1
2090967,02e74f10e0327ad868d138f2b4fdd6f0,06353434cca5c19340e6a1c80b76225f,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f006353434cca5c19340e6a1c80b76225f,5,1,4,,,1
2090968,02e74f10e0327ad868d138f2b4fdd6f0,06353434cca5c19340e6a1c80b76225f,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f006353434cca5c19340e6a1c80b76225f,5,1,4,,,1
2090969,02e74f10e0327ad868d138f2b4fdd6f0,06353434cca5c19340e6a1c80b76225f,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f006353434cca5c19340e6a1c80b76225f,5,1,4,,,1
2090970,02e74f10e0327ad868d138f2b4fdd6f0,06353434cca5c19340e6a1c80b76225f,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f006353434cca5c19340e6a1c80b76225f,5,1,4,,,1
751518,02e74f10e0327ad868d138f2b4fdd6f0,06b8b645831a17ca4a108b5be6f756ac,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f006b8b645831a17ca4a108b5be6f756ac,5,1,4,,,1
751519,02e74f10e0327ad868d138f2b4fdd6f0,06b8b645831a17ca4a108b5be6f756ac,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f006b8b645831a17ca4a108b5be6f756ac,5,1,4,,,1
751520,02e74f10e0327ad868d138f2b4fdd6f0,06b8b645831a17ca4a108b5be6f756ac,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f006b8b645831a17ca4a108b5be6f756ac,5,1,4,,,1
751521,02e74f10e0327ad868d138f2b4fdd6f0,06b8b645831a17ca4a108b5be6f756ac,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f006b8b645831a17ca4a108b5be6f756ac,5,1,4,,,1
751522,02e74f10e0327ad868d138f2b4fdd6f0,06b8b645831a17ca4a108b5be6f756ac,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f006b8b645831a17ca4a108b5be6f756ac,5,1,4,,,1
238980,02e74f10e0327ad868d138f2b4fdd6f0,07470878bde1b126f2cc4b0f9d9b9798,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f007470878bde1b126f2cc4b0f9d9b9798,5,1,4,,,1
238981,02e74f10e0327ad868d138f2b4fdd6f0,07470878bde1b126f2cc4b0f9d9b9798,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f007470878bde1b126f2cc4b0f9d9b9798,5,1,4,,,1
238982,02e74f10e0327ad868d138f2b4fdd6f0,07470878bde1b126f2cc4b0f9d9b9798,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f007470878bde1b126f2cc4b0f9d9b9798,5,1,4,,,1
238983,02e74f10e0327ad868d138f2b4fdd6f0,07470878bde1b126f2cc4b0f9d9b9798,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f007470878bde1b126f2cc4b0f9d9b9798,5,1,4,,,1
238984,02e74f10e0327ad868d138f2b4fdd6f0,07470878bde1b126f2cc4b0f9d9b9798,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f007470878bde1b126f2cc4b0f9d9b9798,5,1,4,,,1
465351,02e74f10e0327ad868d138f2b4fdd6f0,07662abf6d1635f05215d0614a1b6329,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f007662abf6d1635f05215d0614a1b6329,5,1,4,,,1
465352,02e74f10e0327ad868d138f2b4fdd6f0,07662abf6d1635f05215d0614a1b6329,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f007662abf6d1635f05215d0614a1b6329,5,1,4,,,1
465353,02e74f10e0327ad868d138f2b4fdd6f0,07662abf6d1635f05215d0614a1b6329,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f007662abf6d1635f05215d0614a1b6329,5,1,4,,,1
465354,02e74f10e0327ad868d138f2b4fdd6f0,07662abf6d1635f05215d0614a1b6329,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f007662abf6d1635f05215d0614a1b6329,5,1,4,,,1
465355,02e74f10e0327ad868d138f2b4fdd6f0,07662abf6d1635f05215d0614a1b6329,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f007662abf6d1635f05215d0614a1b6329,5,1,4,,,1
173966,02e74f10e0327ad868d138f2b4fdd6f0,08f0efebb1c51aada9430a089a2050cc,0,None,app_home,transition,02e74f10e0327ad868d138f2b4fdd6f008f0efebb1c51aada9430a089a2050cc,5,1,4,,,1
173967,02e74f10e0327ad868d138f2b4fdd6f0,08f0efebb1c51aada9430a089a2050cc,1,rooms,rooms_home,transition,02e74f10e0327ad868d138f2b4fdd6f008f0efebb1c51aada9430a089a2050cc,5,1,4,,,1
173968,02e74f10e0327ad868d138f2b4fdd6f0,08f0efebb1c51aada9430a089a2050cc,2,rooms,rooms_scroll,transition,02e74f10e0327ad868d138f2b4fdd6f008f0efebb1c51aada9430a089a2050cc,5,1,4,,,1
173969,02e74f10e0327ad868d138f2b4fdd6f0,08f0efebb1c51aada9430a089a2050cc,3,rooms,rooms_detail,transition,02e74f10e0327ad868d138f2b4fdd6f008f0efebb1c51aada9430a089a2050cc,5,1,4,,,1
173970,02e74f10e0327ad868d138f2b4fdd6f0,08f0efebb1c51aada9430a089a2050cc,4,rooms,rooms_reservation,success,02e74f10e0327ad868d138f2b4fdd6f008f0efebb1c51aada9430a089a2050cc,5,1,4,,,1
